ID,Text,Sentiment
126,"b""What we r seeing in #RussianUkrainianWar that by foot soldiers-in future it's very difficult to continue War for long time,  #ClimateCrisis ,human health a major concern,By unable to fight many soldiers doing self wounded, Now all Countries need to depend on Air n Cyber strikes.. https://t.co/JgCLmIUNs4 https://t.co/CmXyfJSeUq""",0
127,"b""Last year I released a song to help us pray through the pandemic. In light of what is happening in the #Ukraine, this song expresses where I'm at and may help others to express their feelings to God too...\nhttps://t.co/yShGWPi12s #PrayingForUkraine""",1
128,"b'@ZelenskyyUa your #NoFlyZone, ain\xe2\x80\x99t gonna fly, buddy. \nRespect #Ukraine, not #Washington. I know you\xe2\x80\x99ve an actor. \n\xe2\x80\x9cThe #Zelenskyy show\xe2\x80\x9d has got to go! \n#Putin won\xe2\x80\x99t talk to you because you\xe2\x80\x99re unreliable, mouthpiece of #Western agendas. Cut the crap and save your people.'",0
129,"b'Zelensky told the Italian parliament that #Mariupol is about the same size as Genoa, saying: \xe2\x80\x9cImagine a completely destroyed Genoa where the bombing and shelling never stop, not even for a minute.\xe2\x80\x9d #Genova #Ukraine\nhttps://t.co/layOUypC8M'",0
130,b'Now if only they could fight the whole damn war in \n@FortniteGame and be done with it! Thanks @EpicGames!\n\nRead more here: https://t.co/lJSZDWXY1L\n\n#metaverse #ukraine #VirtualEventsGroup',0
131,b'Fixed\n#StopWarInUkraine \n#Ukraine https://t.co/ecY9dtZj7d https://t.co/qLMUmCKWrC',0
132,b'The Ukraine crisis an opportunity for Zimbabwe \xe2\x80\x93 MP https://t.co/8C98PeDchY #Russia #Ukraine #Africa #wheat #farming #agriculture #ClimateCrisis #COVID19',0
133,b'#Macrine &amp; #Poutron\n\n#Ukraine #Poutine #Macron \n\n#MacronFranceBleu #ScandaleMacron Fillon #MckinseyGate #Mckinsey https://t.co/hadVarVMLE',0
134,"b'Mr. #Biden this is how you play chess and craft a proper National Security Strategy vis-a-vis #Russia \n\n#Biden is a moral coward. His retinue, who continue to pull his strings, are clueless, and continue to ignore the lessons of History and the timeless wisdom of #Churchill https://t.co/kCzuYDfTGJ'",0
135,b'@nexta_tv \xe2\x9d\x97\xef\xb8\x8f Game Changer \xf0\x9f\x9a\x80\n#Ukraine Army Destroyed #Russia Z Convoy Unit \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x80\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\nhttps://t.co/2tBnn0jCSU',1
136,b'#DisabilityTwitter #Ukraine #DisabilityAwarenessMonth #DisabilityRights #Disabilities #disabilityinclusion #disability\n\n#WarCrimes are always an outcome of #War \xe2\x80\xa6 but how much even more for #PeopleWithDisabilities\xf0\x9f\x98\xa1\xf0\x9f\xa4\xac? https://t.co/3IflYNLyj4',0
137,"b""Look back last 26 days. Russian\xf0\x9f\x87\xb7\xf0\x9f\x87\xba Federation Military efforts in freeing breakaway state, Ukraine from it's extremists. #Donbass #Russia\nhttps://t.co/JALkQhWME1""",1
138,b'@KremlinRussia_E You forgot your jacket today? Or you Sold it to feed your #putinspuppets ? \n\n\xe2\x80\x9cAnyone who likes anything Western is a national traitor\xe2\x80\x9d  declared #dictatorputin \n2 days later appearing dressed in a $10K Loro Piana coat at rally in Moscow promoting #war in #Ukraine #lier #Hypocrite',0
139,b'Please help the people of Ukraine\xf0\x9f\xa5\xba\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\n\xe2\x80\xa2We ask all people in demand\xf0\x9f\x99\x8f\n\xe2\x80\xa2Send money via crypto:\nBNB\nbnb1vvrjf66zyne7ljs69s726w4euh2fqpy6w6vxer\n==================\nETH \n0x8E3D611d374F2178602e8102606B7f604F15ccE4\nBTC:\nbc1qhvr9xqan8mplvh3rsqghlq3a03rhy9qzgszr33\n#SaveUkraine #Ukraine',1
140,b'The EU says called BorisJohnson on further alignment of \xf0\x9f\x87\xaa\xf0\x9f\x87\xba\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 on Russian war against #Ukraine\xc2\xa0\n\nTheir sanctions have significant impact &amp; they\xe2\x80\x99ll cooperate closely to ensure effective &amp; full implementation',0
141,b'European Association of Zoos and Aquariums EAZA raised 576 thousand euros to help Ukrainian zoos affected by the Russian invasion.\n#UkraineUnderAttack #Ukraine #Ukraine\xef\xb8\x8fRussiaWar https://t.co/F8u9QVsaHB',1
142,"b""@IAPonomarenko I just can't find the words.  I am looking at Ukraine through you.  I worry you because you stay field where Russian army stay around Kyiv. So your friend lost hisself field.Please always you are careful \xf0\x9f\xa5\xba\n#Ukraine #Kyiv #Russia #StopWar #NoWar""",0
143,b'@USNATO @NATO @POTUS Help #Ukraine! Help #Ukraine all we can we will not regret it!!!',0
144,b'@GolosAmeriki Help speed up the process to welcome refugees from #Ukraine to the U.S. please sign&amp;share https://t.co/o53FvEksic\n#StandWithUkraine #refugeesfromUkraine',1
145,b'11 things you need to know to avoid scams when donating to help #Ukraine - Mar 22 @ 1:02 PM ET https://t.co/1z6TpTnE7X',0
146,"b""@RusEmbIran If you are so compassionate to people, why are the civilians of #Maryopol and some #Ukraine cities besieging you? What happened to the women and children you forcibly took from #Ukraine to Russia? Why don't you report to the #United_UN?""",0
147,b'Stupidity on #twitter exists \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd #Ukraine human rights abuses https://t.co/W6bI7Hj5qI',0
148,"b'Oh, they care. This is all part of a plan to price fossil fuels out of existence. The meat/ranching industry is next. #TheGreatReset #Agenda #NotAnAccident #GasPrices #Ukraine #California https://t.co/g100PvkwlN'",0
149,"b'\xf0\x9f\x87\xb7\xf0\x9f\x87\xba#Russian Lt.Gen Vladislav Yershov, Commander of the 6th Army has been relieved of his duties.\n\xe2\x80\x94 He is held responsible for the huge combat losses in #Ukraine.\nRumors say he is put under house arrest.\n\n#StopPutin #Kyiv https://t.co/15muQ7RzLc'",0
150,b'We support @CBDartstudio supporting the relief efforts for #Ukraine . #sunflowersforUkraine  #kindnessmatters #makeadifference #artistsforUkraine https://t.co/qXn6Wb0hzZ',1
151,"b""2/3 Oligarch #Kolomojskyj enriched himself with $5.5 billion &amp; then left #Ukraine in a hurry. Only after #Zelenskyy 's election, which he had financed, did he dare to return.\nhttps://t.co/Cy1VBycKFO #Russia #war #Ukrainian #Oligarchs #CORRUPTION #kleptocrats #corrupt #politicians""",0
152,b'Every day that passes #Russia wages an illegal war upon a peaceful neighbour. Join the urgent call for a new #NurembergTribunal to investigate #Putin and his cronies for the international crime of #aggression. #StandWithUkraine Sign &amp; RT: https://t.co/bPiKn76yKK',0
153,"b'#Ukraine | European Assn. of #Zoos and Aquariums has raised more than $600K to aid Ukraine zoos including those in Myikolayiv, Kharkiv and Kyiv. Thousands of donors and 38 zoos worldwide have contributed to help care for, or evacuate animals.\n\nEAZA \xe2\x96\xba https://t.co/EUbQXRQizt https://t.co/UiQnO2iWt6'",1
154,"b'How many people who easily saw through the fake false-flag ""arson"" in that apartment building during the Canadian trucker protest in Ottawa, now fervently believe in every dubious made-for-the-media ""civilian atrocity perpetrated by Russia"" story coming out of #Ukraine?'",0
155,"b'@robreiner Nevermind the damage to our country &amp; the world since Biden took office, while rabid lefties are grasping at straws to distract us from the horror they foisted on us!\n\nWe\xe2\x80\x99re just not as stupid as they hope we are!\n#Biden #Putin #UkraineWar \n#Ukraine #Trump https://t.co/vNu3VyEWPT'",0
156,"b""In Italy, government,almost all the media which are subservient to weapons lobbies and 33% of the population want #worldwar3 #Ukraine in the #UE and even in #OTAN and they don't give a damn if the Romany people are naked, tied to poles, lynched and painted green. #Zelenski #war""",0
157,"b'#UkraineWar #UkraineRussiaConflict #Ukraineunderattack #Ukraine \n\nThe Ukrainians are putting NATO on notice. If Ukraine falls to Russia, Russia will continue moving west. Cowed #Biden must not let Russia conquer Ukraine. \n\nhttps://t.co/WnZbHa47wX'",0
158,"b""#Russia\xf0\x9f\x87\xb7\xf0\x9f\x87\xba Anti war protest against #Putin's brutal attack in #Ukraine.\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xf0\x9f\xaa\x96\n#StandWithUkraine\n#StopPutinNOW\n#StopWarInUkraine\n#UkraineUnderAttack https://t.co/ilFFHykNBy""",0
159,"b""\xe2\x9a\xa1#Belarus is poised to join Russia's war against #Ukraine, according to Ukrainian special services and confirmed by @NATO and US intelligence services.\n\n#StopWarInUkraine https://t.co/umBjriXZNu""",0
160,b'Currently Trending in Russia \xf0\x9f\x87\xb7\xf0\x9f\x87\xba\nTue Mar 22 2022 https://t.co/d19o5R1Aoj\n\n1\xef\xb8\x8f\xe2\x83\xa3 Opportunity 255.1K Tweets\n2\xef\xb8\x8f\xe2\x83\xa3 LETS-GO \n3\xef\xb8\x8f\xe2\x83\xa3 TAKE-IT \n4\xef\xb8\x8f\xe2\x83\xa3 Hurry 47.4K Tweets\n5\xef\xb8\x8f\xe2\x83\xa3 Chance 671.3K Tweets\n6\xef\xb8\x8f\xe2\x83\xa3 \xd0\x9d\xd0\xb0\xd0\xb2\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd0\xbe\xd0\xbc\xd1\x83 \n7\xef\xb8\x8f\xe2\x83\xa3 Meta 176.3K Tweets\n8\xef\xb8\x8f\xe2\x83\xa3 WhatsApp 292.9 https://t.co/4F2MM8VnjH\n#RU #Russia',1
161,b'The New Age of Faith https://t.co/tbxMi6uX3S #Ukraine',1
162,b'Top leak!\n#russia #Ukraine #UkraineWar https://t.co/ls5ladngkg',0
163,b'The Jm Bob Daily is out! https://t.co/4kyRtntPtJ good [Tweet] #TJBD @BobFran77736777 @Darlene30564389 #us #russia',0
164,"b'Throughout the course of war in #Ukraine two narratives assumed primacy:\n\n1) Denazification\n2) Democracy\n\nHowever, the nature of domestic politics the US has harbored off late incl cancel culture, wokeism etc has indicated the shift: to fight an authoritarian become one. https://t.co/iFXwTTuHQK'",0
165,b'@PakPMO @OIC_OCI @ImranKhanPTI Nobody has forgotten about your irresponsible comments in @mfa_russia about #RussianUkrainianWar',0
166,"b'#RussianUkrainianWar      Russian journalist prepares to auction Nobel Prize-winning medal.\nThe medal is being sold by Dmitry Muratov, winner of the 2021 Nobel Peace Prize.\nThe medal is being auctioned off for the treatment of Ukraine children who are refugees.'",1
167,"b""It is incomprehensible that the burning of horses in their stables and the destruction of cities and residents of #Ukraine, war crimes and Putin's sadistic propensity for atrocities did not force @NATO to launch a tougher military response against #Russia?!""",0
168,"b'Russian Military Operation in Ukraine is Not Slow, It\xe2\x80\x99s Planned to End on 9 May, Victory Day:\n\nhttps://t.co/e0YyVReWkm\n\n#Russia #Military #Politics #News #Ukraine #EU #NATO #Nazi #VictoryDay #Moscow #Kremlin #USA #ZelenskyMustGo #Zelensky #NeoNazis #Zionism #Syria #Iraq #Biden'",0
169,b'Every day that passes #Russia wages an illegal war upon a peaceful neighbour. Join the urgent call for a new #NurembergTribunal to investigate #Putin and his cronies for the international crime of #aggression. #StandWithUkraine Sign &amp; RT: https://t.co/sQWPYVS3Zw',0
170,b'QUESTION OF THE DAY: How concerned are you the Russian government will use nuclear weapons in the war with #Ukraine?\n\nVERY CONCERNED\nSOMEWHAT CONCERNED\nNOT CONCERNED\n\nClick to take the poll and see how others voted. Some comments may be aired on the news.\n\nhttps://t.co/yHnADqDmYc',0
171,b'caP-bara for the peace ! \xf0\x9f\x94\xb5\xf0\x9f\x9f\xa1#NFTCommunity #NFTdrop #Ukraine opensea coming soon https://t.co/p83FPSCPoj',0
172,b'@GovRonDeSantis Jessica was jaywalking. #raubenoltconnedOhio #Justice4CameronHerrin #Florida #Tampa #America #USA #Russia https://t.co/sZTZCz4u46',0
173,"b""Interesting, that Epstein financed political campaigns. Politics, agriculture, Diniz and Epstein family. What's the relationship? #JeffreyEpstein #GhislaineMaxwell #Russia #Ukraine #USA #militarylab #Brazil""",0
174,"b""#JeffreyEpstein, owns the zorro ranch and Pedro Diniz, the former Brazilian Formula 1 driver, decided to invest in #agro. Is it the same Pedro Diniz, on Epstein's list? #GhislaineMaxwell #Russia #Ukraine #USA  #militarylab #Brazil #zorroranch #oil #fertilizers""",1
175,b'Funny how the war in #Ukraine is called \xe2\x80\x9cimmoral\xe2\x80\x9d or \xe2\x80\x9ca war crime\xe2\x80\x9d by the same people who watch #Palestine &amp; #Gaza burn daily. Also when the West does that it\xe2\x80\x99s fine.  #IsraeliApartheidWeek #IsraeliCrimes',0
176,"b'Due to heavy sanctions, #Russia is officially running out of printing paper.\n\nMany schools are cancelling exams, while the printing of magazines and newspapers is also heavily compromised. Showcasing that the #CORRUPTION in #Russia has completely eroded the native business. https://t.co/YLUyzEpVYg'",0
177,b'@VOANews Help speed up the process to welcome refugees from #Ukraine to the U.S. please sign&amp;share https://t.co/o53FvEksic\n#StandWithUkraine #refugeesfromUkraine',1
178,b'Is there another #Ukraine rally planned for #Oxford?\nI understand there will be one on Saturday in London.\n\n@OxfordCity @OxfordCoS @UniofOxford @AsylumWelcome @oxfordeuropean',1
179,b'For this special operation they only need to start another special operation in #Ukraine first to liberate the forces stuck there in the last special operation and ferry them to the north using the blocked supply routes and the trucks lost in the last special operation. https://t.co/fVQrIljttq',0
180,b'#Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold \n#civilbenefits they are hiding civilian benefits possibilities!! New ideas new systems etc https://t.co/Gi2VNHUtag',0
181,b'QUESTION OF THE DAY: How concerned are you the Russian government will use nuclear weapons in the war with #Ukraine?\n\nVERY CONCERNED\nSOMEWHAT CONCERNED\nNOT CONCERNED\n\nClick to take the poll and see how others voted. Some comments may be aired on the news.\n\nhttps://t.co/LnnQHCRO72',0
182,b'what else do we have to worry about?\n\nhttps://t.co/0dNeka1OBE\n\n#nuclear #Putin #globalwarming #Ukraine',0
183,b'@people \xe2\x9d\x97\xef\xb8\x8f Game Changer \xf0\x9f\x9a\x80\n#Ukraine Army Destroyed #Russia Z Convoy Unit \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x80\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\nhttps://t.co/2tBnn0jCSU',0
184,b'We\xe2\x80\x99re on @KGO810 \xe2\x80\xa6\nToday #RussianUkrainianWar \n#ConfirmationHearings .. Was it always this difficult?  The answer is \xe2\x80\x9cno\xe2\x80\x9d.\n@DavidCayJ joins today to discuss and talkTrump Biden tax break that Biden is leaving in place.\nGodfather 50th\xe2\x80\xa6\nTHAT\xe2\x80\x99S RICH\xe2\x80\xa6\nhttps://t.co/FX82On9pnA',0
185,"b""The #Kremlin sounds upset that more media haven't picked up their debunked lies.\n\nThough Russia blocks twitter, these accounts are a core part of #Russia's disinformation amplification strategy.\n\nh/t @EliotHiggins https://t.co/S4qCTF6urF""",0
186,b'@UKUN_NewYork amb @BWoodward_UN tells press that she and others are speaking to @SAMissionNY  about how to agree a text that would get widespread support in #GA without having to have two votes tomorrow. #Ukraine https://t.co/t4gTUPOaZE',0
187,"b""We are at the height of some of the most amazing economic miracles in the world and numb-nuts #Putin has to start a war based on policies set forth by the British Foreign Office.  #Ukraine shouldn't join #NATO.  Should have economically sanctioned the #West for treaty violation\xf0\x9f\xa4\xa6""",0
188,"b'\xf0\x9f\x93\xbd\xef\xb8\x8f Ukrainian forces destroyed at least two Russian tanks and a command vehicle, exact location unknown #Ukraine #UkraineRussiaWar https://t.co/r8LrbXu0ku'",0
189,"b'How Interest Rates, #Ukraine Are Affecting #RealEstate:\nhttps://t.co/HOBQbigTAU\n#CRE #commercialrealestate #residentialrealestate  #Russia #interestrates https://t.co/WPwZPv2wHh'",0
190,"b'#Ukraine\xef\xb8\x8f #Ukraine\nUkraine does not give up,\nFreedom for Ukraine.'",1
191,b'Photo of the war in Ukraine\n\n#news #Ukraine #Kyiv #Mariupol #kharkhiv #Sumy #irpin #UkraineUnderAtta\xd1\x81k #UkraineRussianWar #NoWarInUkraine https://t.co/saEATEUspW',0
192,b'@Forbes \xe2\x9d\x97\xef\xb8\x8f Game Changer \xf0\x9f\x9a\x80\n#Ukraine Army Destroyed #Russia Z Convoy Unit \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x80\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\nhttps://t.co/eqPcPcgacE',0
193,"b""Pestilectomy, Purulence, Exorcised Gods ALL DONE! Mr. Poo-tin can go eff himself because his attack won't stop us from making sick stuff. Shipping starts tomorrow. Thanks to all the awesome people who waited patiently. Special thanks to our printer Hard Times Printing!\n\n#Ukraine https://t.co/2YJph8ZFvZ""",0
194,"b""Tatyana, Ukraine\nIt depends on type of nervous system of people and reactions to different situations, a place of living. \nI've become more concentrated and patient than furious. There're a lot of things we can't change, but we can go on helping others, do all our best.#Ukraine""",1
195,b'neonazis in #ukraine are chopping Ukranian Roma into pieces and tying them on poles and basically we dont know how many tortured and killed by #azof so far. Im not pro-putin but putin was right about the azof neonazis it seems? Who keeps score of the murders?@guardian',0
196,"b'Zar-Wlad, how are you. Peace for #Ukraine stopp the f**** #UkraineRussianWar'",0
197,b'We all make mistakes\n\n#Ukraine #Putin\n\nhttps://t.co/sofK4TFvJq',0
198,b'The Archeology of War #ukraine #archaeology https://t.co/S6KAGNoSyl',0
199,b'#Ukraine Energy Security:\n\n#SpacesHost : @deepgreendesign \n\nJoin me in my Space! https://t.co/js5PdF1Iac #cdnpoli #IStandWithUkriane #putin #OilAndGas #nuclear',0
200,"b""@lapatina_ The incompetents defeated in #Afghanistan don't know that Zhukov is in charge of operations in #Ukraine... \n\n#UkraineRussianWar \n\nhttps://t.co/JtG9cJibAy""",0
201,b'@LynAldenContact 1. Buy #SKUY #SEKUYA @sekuyaofficial \n2. Hodl enjoy reflection + autoburn\n3. Repeat\n\n#Crypto Is Financial Freedom \xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\n\n#Multiverse\n#RussiaUkraineWar\n#SKUYARMY #Putin #BTC #Russia #Binance #Bitcoin\n#Metaverse #openseaartists #cryptocurrency\nhttps://t.co/Pzud6M2cmb',1
202,"b'@Bloomberg Claimed sanctions would slow down Yandex, but they are now active and live. \n#Russia #Sanctions #UkraineRussia \nhttps://t.co/SziwyYtHTi https://t.co/2MsyId6XPo'",0
203,b'#UkraineRussianWar #UkraineUnderAttack #Ukraine The untold story are simple this is a Terrorism investigation the United States is occupied the Biden regime is a legitimate they\xe2\x80\x99re refusing to acknowledge that it\xe2\x80\x99s a terrorism investigation and therefore committing illegal acts',0
204,"b""Negative Space - Great #dataviz work from @TheEconomist's @AinslieJstone #Ukraine \nHT: @puntofisso  \nhttps://t.co/6pmZJhZqA8 https://t.co/mJE78cBHf3""",0
205,"b'The US has announced a ban on Russian energy imports, but has excluded Russian uranium imports from this sanctions https://t.co/lNpyEqxJTh appears that the US itself may not be in its self-defined ""right side of history"". #uraniumsqueeze #Russian #Ukraine #UkraineUnderAttack'",0
206,"b'#Ukraine/#Russia \n@KyivIndependent 10m\nUkrainian forces shoot down Russian plane bombing the city.\nThe plane was taken down by Ukrainian military at 4:45 p.m. on March 22, Mariupol City Council reports. https://t.co/sOfyOHMYhz'",0
207,b'#Chechnya\xe2\x80\x99s losses in #Ukraine may be leader #RamzanKadyrov\xe2\x80\x99s undoing. #Russia  https://t.co/4bGpFwm9qP',0
208,b'If the Russian corruption made possible the glorious defeat in #Ukraine\nIs there a slight possibility that the same corruption has rendered the Russian nuclear arsenal useless? https://t.co/ZrMQV2hQLU',0
209,"b'@VortexLimbus We know who the far-right extremist group #AzovBatallion is. Much more than you do apparently. The US is aiding the free democracy of #Ukraine saving its citizens from further atrocities &amp; helping to push back an illegal, unsanctioned, unnecessary war by a now humiliated #Russia'",0
210,"b'@sarahanneward created the #recent #cover for #BloombergBusinessweek, where the #story focused on the #financial toll that the escalating #war in #Ukraine is causing in #Russia and #aroundtheworld.\n\nSee more on #Workbook : :\nhttps://t.co/TTyyFCLcUL https://t.co/nYVt3UgJCm'",0
211,"b'""When he shoots down a Russian jet, he said, \'I am happy that this plane will no longer bomb my peaceful towns. And as we see in practice, that is exactly what Russian jets do.\'\xe2\x80\x9d \nHow #Ukraine\xe2\x80\x99s Outgunned Air Force Is Fighting Back Against Russian Jets https://t.co/V9oDVgHA8Y'",0
212,b'@AmnestyUK: Our recent mission at the Poland border found evidence of a chaotic &amp; racist response to people fleeing #Ukraine. Racist attacks must never be tolerated &amp; those responsible must be held accountable. https://t.co/Qx9KKCBhUu\n\nOur recent missio\xe2\x80\xa6 https://t.co/rYNyyaeM94',0
213,"b""Next Saturday, 26th March from 7-10 pm come to a Peace Concert for Ukraine with ALL proceeds from donations going to the Salvation Army's on the ground support in Ukraine. St Thomas Church, #Lymington 7-10pm.\nhttps://t.co/5c1DQEmDFf\n@salvationarmyuk #ukraine #newforest #peace https://t.co/fiv2si8xKB""",1
214,b'Video : Pro-Ukrainian Chechen combatants of Sheikh Mansour Battalion during the battles in Ukraine.\n#Russia #ukraine\n\n https://t.co/TWmp9qfMie',0
215,"b""It's getting absolutely crazy in Kharkiv right now. Prayers going out to all the people in Ukraine. Please stay inside and stay safe!\n\n#kharkiv #mariupol #ukraine #ukrainewar #kyiv #kiev #odessa https://t.co/0M9cFU3kWy""",0
216,b'@FLOTUS @sesamestreet Help speed up the process to welcome refugees from #Ukraine to the U.S. please sign&amp;share https://t.co/o53FvEksic\n#StandWithUkraine #refugeesfromUkraine',1
217,b'Campaign launched to kick Putin&amp;#39;s &amp;#39;lover&amp;#39; out of luxury Swiss hideaway https://t.co/7kz7a00mc6 via @MetroUK #UkraineUnderAtta\xd1\x81k #Putin #Ukraine',0
218,b'#Zelensky  #Ukraine  Welcome https://t.co/6LCPOtPzi3',1
219,b'We are running out of conspiracy theories \n#Biden just announced that the #NWO #NewWorldOrder will arise from current war \nNothing to see here ciritizen just move along to ur #Booster and remeber wear colors and hashtag #Ukraine\xef\xb8\x8f\n\n#Russia #RussiaUkraineCrisis \n#Agenda2030 https://t.co/FbW3sukSc4',0
220,"b""@BBCBreaking @BBCWorld The #USA &amp; its allies commit way more #warcrimes than #Russia does. #US-led wars of aggression have killed ~6 million people since 2001. \n\nLet's confiscate the property of #US &amp; #UK #oligarchs.\n\nhttps://t.co/wAXnANYlHr @BylineTimes\n\nhttps://t.co/rAfH0uMkmd https://t.co/pezqZKEp6J""",0
221,b'What you need to know: \n\n#5pmNewsReview \n\nThe latest Goat Rodeo News Daily! \n\nhttps://t.co/AwccS4omRp\n\n#GoatRodeoNews\n#iDOD\n#Indivisible\n#News \n#Trending Thanks to @USAID @ConversationCA @Jacob__Siegel #ukraine #russia',1
222,b'Anatomy of an abusive relationship https://t.co/9dGP6TFZFU with thanks to @RyanBurtonKing for helpfully highlighting the DARVO behaviour of Putin in #Ukraine',0
223,b'@NatashaBertrand @VascoCNN @jimsciutto @jmhansler Then #Nato should have no qualms about fighting Belarus . Third country in - fair game.  Nothing to do with Russia. #Ukraine @Kasparov63',0
224,"b""@Tim_Hayward_ Think you've been rumbled #Ukraine #UkraineRussianWar https://t.co/S1XzCxVrLR""",0
225,b'A month into the invasion of #Ukraine - @twitter still allows Putin a platform.  @KremlinRussia_E    Yet the former President of the United States has a lifetime ban for violating \xe2\x80\x9cstandards\xe2\x80\x9d .  Yay Democracy!   @GerryCallahan @TuckerCarlson @seanhannity @joerogan @JudgeJeanine',0
226,"b'People from #Ukraine #LeaveNoPetBehind, those who have pets that they couldn\xc2\xb4t take with them while fleeing stay. The others carry their cats, dogs, birds, rabbits, fish or other smaller pets with them to a safe place in another country. https://t.co/y6lhgoaCGH'",0
227,b'@lemondefr This is how #Russia is \xe2\x80\x9edenazifying\xe2\x80\x9d #Ukraine:\n\nhttps://t.co/AFRzMPQtix\n\nhttps://t.co/bhGFmE4IlN\n\n#WarCrime #PutinWarCriminal https://t.co/2JjvGuBVMP',0
228,b'I want to do basic training without enlisting just to be ready just in case #Marines #Navy #Army #AirForce #Military #Ukraine',0
229,"b'During @COECongress 42nd Session, Councillor @JimmyMoloney applauded the courage of Ukrainian mayors and local officials.\n\nHe urged ""all Members States to show immediate hospitality and generosity to the people of #Ukraine who are fleeing Russian aggression.""\n\n#StandWithUkraine https://t.co/8kZ5yGxkhb'",1
230,b'Accelerating #Ukraine Intelligence Analysis with Computer Vision on Synthetic Aperture Radar Imagery\n\nhttps://t.co/GPOw6BqC19\n\nby @berkeley_ai',1
231,"b'My birthday wish for 2023: a trip to #Ukraine, hammer in hand to take part in its rebirth! #StandWithUkraine'",1
232,b'\xe2\x9d\x97\xef\xb8\x8fDestroyed Su-25 attack aircraft of the Ukrainian Air Force.\n\nThe exact location is unknown.\n\n#Ukraine #Russia \n\n https://t.co/yc9XBHsr1t',0
233,"b""This banker is so grumpy his face went green!\n\nWe'll soon start with giveaways to help the community to grow!\n\n\xe2\x80\xa2 All traits are hand-drawn\n\xe2\x80\xa2 50% of initial sale will be used for charity in #Ukraine \n\n#NFT #Ethereum #NFTCollection #NFTCommunity #Peace #bitcoin #APECOIN https://t.co/o8f2GQjAE9""",0
234,b'#DisabilityTwitter #Ukraine #DisabilityAwarenessMonth #DisabilityRights #Disabilities #disabilityinclusion #disability\n\n#WarCrimes are always an outcome of #War \xe2\x80\xa6 but how much even more for #PeopleWithDisabilities\xf0\x9f\x98\xa1\xf0\x9f\xa4\xac? https://t.co/hAML5Rqs3U',0
235,b'Kremlin: Russia-U.S. Relations On The Verge Of Collapse Thanks To Biden https://t.co/2CmRkuP2RU #biden #FJB #russia',0
236,b'@AltcoinWorldcom 1. Buy #SKUY #SEKUYA @sekuyaofficial \n2. Hodl enjoy reflection + autoburn\n3. Repeat\n\nStand for #Crypto \xf0\x9f\x95\x8a\xf0\x9f\x95\x8a\n\n$SKUY\n\n#Binance\n#SKUYARMY #Putin #Russia #BNB #Bitcoin #BTC #RussiaUkraineWar\n#NFT #Multiverse #Metaverse #OpenSea #cryptocurrency https://t.co/Gylrq7bdr4',1
237,b'Brilliant work everybody \xf0\x9f\x91\x8f \xf0\x9f\x87\xba\xf0\x9f\x87\xa6\n\n#giving\n#kindness\n#thankyounhs\n#Ukraine https://t.co/ce6fiXNB7d',1
238,"b'Want to understand the realities and what\xe2\x80\x99s at stake re Russia, China, #Ukraine, and liberal democracies? If you read nothing else this month, read at least the first 2/3 of this \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x80\xf0\x9f\x91\x80\n@gmbutts @JustinTrudeau @telfordk @CBCPolitics https://t.co/IqnPAvXhvf'",0
239,b'UK: what do you think about sanctions?\nBelarus: You are American Lapdogs!\n#Belarus #Russia #UK #USA #Europe #Ukraine #Nato #America https://t.co/Pu1LDhWvCp https://t.co/aZcQEaQ9Tl',0
240,"b'#RussianArmy #Ukraine #Putin would it be wrong to start a crowdfunding page to raise money to pay mercenaries to take out Putin and his general\xe2\x80\x99s , asking for a friend'",0
241,b'@mae_rusia @EmbRusiaMexico @EmbRusCuba @EmbajadaRusaES @EmbRusiaEnArgEs @EmbajadaRusaVen @RusEmb_Ecuador @EmbSergio @RusEmbPeru @EmbRusPan @EmbRusChile This is how #Russia is \xe2\x80\x9edenazifying\xe2\x80\x9d #Ukraine:\n\nhttps://t.co/AFRzMPQtix\n\nhttps://t.co/bhGFmE4IlN\n\n#WarCrime #PutinWarCriminal https://t.co/x1YhrNaAPV',0
